year,total_rooms,bedrooms,n_weeks_old,living_area,other_area,total_area,monthly_contrib,n_photos,n_photos_360,other_indoor_space,located_on,own_ground,flg_missing_year,flg_missing_total_rooms,flg_missing_bedrooms,flg_missing_n_weeks_old,flg_missing_living_area,flg_missing_other_area,flg_missing_total_area,flg_missing_monthly_contrib,flg_missing_n_photos,flg_missing_n_photos_360,flg_missing_type_of_construction,flg_missing_other_indoor_space,flg_missing_located_on,flg_missing_own_ground,bedrooms**2,bedrooms**3,n_photos**3,located_on**3,living_area**2,total_rooms**3,sqrt(other_area),sqrt(located_on),monthly_contrib**2,sqrt(other_indoor_space),other_indoor_space**3,other_area**2,total_area**3,id,price_category,zipcode,type_of_construction,energy_label
2009.0,3.0,2.0,0.0,103.0,0.0,0.0,161.0,31.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,29791.0,1331.0,10609.0,27.0,0.0,3.3166247903554,25921.0,0.0,0.0,0.0,0.0,3014,> 300K,3011,Bestaande bouw,A
1998.0,3.0,2.0,16.0,115.0,4.0,0.0,165.0,27.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,19683.0,1728.0,13225.0,27.0,2.0,3.4641016151377544,27225.0,2.0,64.0,16.0,0.0,3015,200K-300K,3077,Bestaande bouw,C
1953.0,2.0,1.0,0.0,55.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15625.0,1.0,3025.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3016,150K-200K,3011,Bestaande bouw,D
1954.0,2.0,1.0,24.0,57.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,729.0,0.0,3249.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3017,100K-150K,3042,Bestaande bouw,E
0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3018,100K-150K,3067,0,E
1960.0,4.0,3.0,0.0,70.0,0.0,0.0,87.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,6859.0,1.0,4900.0,64.0,0.0,1.0,7569.0,0.0,0.0,0.0,0.0,3019,100K-150K,3076,Bestaande bouw,D
1964.0,3.0,2.0,0.0,65.0,4.0,0.0,0.0,11.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,1331.0,27.0,4225.0,27.0,2.0,1.7320508075688772,0.0,0.0,0.0,16.0,0.0,3020,< 100K,3079,Bestaande bouw,E
1933.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3022,< 100K,3081,Bestaande bouw,G
1960.0,3.0,2.0,0.0,85.0,0.0,0.0,247.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,3375.0,27.0,7225.0,27.0,0.0,1.7320508075688772,61009.0,0.0,0.0,0.0,0.0,3023,100K-150K,3067,Bestaande bouw,E
1986.0,3.0,1.0,0.0,77.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10648.0,0.0,5929.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3024,150K-200K,3035,Bestaande bouw,C
1931.0,5.0,0.0,0.0,160.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9261.0,0.0,25600.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3027,> 300K,3067,Bestaande bouw,G
1996.0,7.0,5.0,16.0,176.0,20.0,0.0,0.0,33.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,125.0,35937.0,0.0,30976.0,343.0,4.47213595499958,0.0,0.0,0.0,0.0,400.0,0.0,3029,> 300K,3066,Bestaande bouw,B
1906.0,3.0,1.0,0.0,75.0,0.0,0.0,25.0,18.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5832.0,27.0,5625.0,27.0,0.0,1.7320508075688772,625.0,0.0,0.0,0.0,0.0,3030,100K-150K,3037,Bestaande bouw,G
1933.0,2.0,1.0,0.0,63.0,0.0,0.0,15.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8000.0,1.0,3969.0,8.0,0.0,1.0,225.0,0.0,0.0,0.0,0.0,3031,100K-150K,3038,Bestaande bouw,G
1957.0,5.0,4.0,0.0,115.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0,64.0,5832.0,0.0,13225.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3032,200K-300K,3052,Bestaande bouw,E
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3034,< 100K,3051,Bestaande bouw,n
1926.0,3.0,2.0,0.0,95.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,8000.0,0.0,9025.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035,100K-150K,3027,Bestaande bouw,D
0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3036,100K-150K,3083,0,G
1987.0,3.0,2.0,0.0,67.0,0.0,0.0,90.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,3375.0,1.0,4489.0,27.0,0.0,1.0,8100.0,0.0,0.0,0.0,0.0,3037,100K-150K,3069,Bestaande bouw,C
1955.0,2.0,1.0,0.0,65.0,0.0,0.0,50.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2744.0,8.0,4225.0,8.0,0.0,1.4142135623730951,2500.0,0.0,0.0,0.0,0.0,3040,150K-200K,3054,Bestaande bouw,E
1938.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041,100K-150K,3074,Bestaande bouw,G
1928.0,4.0,3.0,0.0,89.0,12.0,0.0,0.0,19.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,27.0,6859.0,0.0,7921.0,64.0,3.4641016151377544,0.0,0.0,3.4641016151377544,1728.0,144.0,0.0,3042,200K-300K,3053,Bestaande bouw,G
1958.0,4.0,3.0,24.0,104.0,6.0,0.0,93.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,27.0,4913.0,1.0,10816.0,64.0,2.449489742783178,1.0,8649.0,0.0,0.0,36.0,0.0,3043,150K-200K,3086,Bestaande bouw,E
1964.0,3.0,2.0,0.0,65.0,0.0,0.0,136.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,15625.0,1.0,4225.0,27.0,0.0,1.0,18496.0,0.0,0.0,0.0,0.0,3045,< 100K,3085,Bestaande bouw,E
1981.0,5.0,4.0,0.0,135.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.0,64.0,27.0,0.0,18225.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046,150K-200K,3067,Bestaande bouw,C
1938.0,5.0,5.0,24.0,184.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,25.0,125.0,2197.0,0.0,33856.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3047,200K-300K,3064,Bestaande bouw,G
1935.0,6.0,2.0,0.0,242.0,7.0,29.0,0.0,26.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,17576.0,0.0,58564.0,216.0,2.6457513110645907,0.0,0.0,2.6457513110645907,343.0,49.0,24389.0,3048,> 300K,3055,Bestaande bouw,G
2009.0,3.0,2.0,0.0,85.0,0.0,0.0,156.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,6859.0,8.0,7225.0,27.0,0.0,1.4142135623730951,24336.0,0.0,0.0,0.0,0.0,3049,200K-300K,3059,Bestaande bouw,A
2019.0,3.0,2.0,0.0,120.0,0.0,0.0,0.0,15.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,8.0,3375.0,24389.0,14400.0,27.0,0.0,5.385164807134504,0.0,0.0,0.0,0.0,0.0,3050,> 300K,3011,Nieuwbouw,A
1992.0,2.0,1.0,8.0,50.0,1.0,0.0,80.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1331.0,27.0,2500.0,8.0,1.0,1.7320508075688772,6400.0,0.0,0.0,1.0,0.0,3051,< 100K,3014,Bestaande bouw,C
1951.0,5.0,3.0,0.0,83.0,0.0,0.0,100.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,27.0,9261.0,1.0,6889.0,125.0,0.0,1.0,10000.0,0.0,0.0,0.0,0.0,3052,100K-150K,3028,Bestaande bouw,E
1986.0,6.0,3.0,8.0,128.0,14.0,0.0,0.0,28.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,27.0,21952.0,0.0,16384.0,216.0,3.7416573867739413,0.0,0.0,0.0,0.0,196.0,0.0,3053,> 300K,3052,Bestaande bouw,C
1866.0,5.0,3.0,0.0,247.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,39304.0,0.0,61009.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054,> 300K,3043,Bestaande bouw,n
1971.0,4.0,3.0,2.0,93.0,12.0,0.0,188.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,27.0,5832.0,1728.0,8649.0,64.0,3.4641016151377544,3.4641016151377544,35344.0,0.0,0.0,144.0,0.0,3055,100K-150K,3079,Bestaande bouw,E
1927.0,4.0,3.0,6.0,133.0,9.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,27000.0,0.0,17689.0,64.0,3.0,0.0,0.0,0.0,0.0,81.0,0.0,3056,200K-300K,3043,Bestaande bouw,F
1980.0,4.0,3.0,3.0,111.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,10648.0,0.0,12321.0,64.0,2.449489742783178,0.0,0.0,0.0,0.0,36.0,0.0,3057,200K-300K,3068,Bestaande bouw,C
1980.0,3.0,2.0,3.0,80.0,8.0,0.0,91.0,36.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,46656.0,8.0,6400.0,27.0,2.8284271247461903,1.4142135623730951,8281.0,0.0,0.0,64.0,0.0,3058,150K-200K,3067,Bestaande bouw,B
2001.0,4.0,3.0,0.0,110.0,0.0,0.0,164.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,8000.0,125.0,12100.0,64.0,0.0,2.23606797749979,26896.0,0.0,0.0,0.0,0.0,3059,200K-300K,3015,Bestaande bouw,B
0.0,3.0,2.0,20.0,257.0,0.0,0.0,0.0,23.0,0.0,0.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,12167.0,35937.0,66049.0,27.0,0.0,5.744562646538029,0.0,0.0,0.0,0.0,0.0,3060,> 300K,3072,Bestaande bouw,B
2004.0,4.0,3.0,8.0,105.0,8.0,0.0,179.0,30.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,27.0,27000.0,5832.0,11025.0,64.0,2.8284271247461903,4.242640687119285,32041.0,2.8284271247461903,512.0,64.0,0.0,3062,150K-200K,3081,Bestaande bouw,A
2016.0,5.0,4.0,24.0,232.0,0.0,0.0,0.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,16.0,64.0,12167.0,125.0,53824.0,125.0,0.0,2.23606797749979,0.0,0.0,0.0,0.0,0.0,3063,> 300K,3053,Nieuwbouw,A
1981.0,2.0,1.0,0.0,52.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6859.0,8.0,2704.0,8.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,3064,100K-150K,3032,Bestaande bouw,B
1921.0,6.0,3.0,0.0,186.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,15625.0,0.0,34596.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065,> 300K,3055,Bestaande bouw,G
0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3066,< 100K,3028,Bestaande bouw,E
1906.0,6.0,4.0,6.0,130.0,6.0,0.0,0.0,40.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,64.0,64000.0,27.0,16900.0,216.0,2.449489742783178,1.7320508075688772,0.0,0.0,0.0,36.0,0.0,3067,200K-300K,3035,Bestaande bouw,n
2007.0,6.0,5.0,16.0,195.0,80.0,0.0,0.0,41.0,21.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,125.0,68921.0,0.0,38025.0,216.0,8.94427190999916,0.0,0.0,8.94427190999916,512000.0,6400.0,0.0,3068,> 300K,3059,Bestaande bouw,A
2006.0,5.0,3.0,0.0,225.0,19.0,0.0,0.0,31.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,27.0,29791.0,0.0,50625.0,125.0,4.358898943540674,0.0,0.0,4.358898943540674,6859.0,361.0,0.0,3069,> 300K,3059,Bestaande bouw,A
1937.0,5.0,4.0,16.0,100.0,2.0,5.0,52.0,20.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,64.0,8000.0,8.0,10000.0,125.0,1.4142135623730951,1.4142135623730951,2704.0,1.4142135623730951,8.0,4.0,125.0,3070,100K-150K,3028,Bestaande bouw,G
1977.0,2.0,1.0,5.0,75.0,6.0,0.0,0.0,18.0,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5832.0,27.0,5625.0,8.0,2.449489742783178,1.7320508075688772,0.0,0.0,0.0,36.0,0.0,3071,150K-200K,3063,Bestaande bouw,D
1933.0,4.0,3.0,0.0,110.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,12167.0,8.0,12100.0,64.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,3073,150K-200K,3038,Bestaande bouw,G
1995.0,3.0,2.0,0.0,145.0,0.0,0.0,180.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,17576.0,64.0,21025.0,27.0,0.0,2.0,32400.0,0.0,0.0,0.0,0.0,3077,> 300K,3071,Bestaande bouw,A
1950.0,4.0,3.0,2.0,70.0,4.0,0.0,131.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,27.0,2197.0,27.0,4900.0,64.0,2.0,1.7320508075688772,17161.0,0.0,0.0,16.0,0.0,3079,< 100K,3028,Bestaande bouw,F
1985.0,3.0,2.0,0.0,80.0,0.0,0.0,0.0,29.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,24389.0,125.0,6400.0,27.0,0.0,2.23606797749979,0.0,0.0,0.0,0.0,0.0,3080,150K-200K,3012,Bestaande bouw,C
1951.0,3.0,2.0,24.0,67.0,5.0,0.0,97.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,3375.0,1.0,4489.0,27.0,2.23606797749979,1.0,9409.0,0.0,0.0,25.0,0.0,3081,< 100K,3028,Bestaande bouw,E
1968.0,0.0,0.0,0.0,83.0,6.0,5.0,109.0,0.0,0.0,6.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,6889.0,0.0,2.449489742783178,2.0,11881.0,2.449489742783178,216.0,36.0,125.0,3082,150K-200K,3068,Bestaande bouw,D 
1981.0,0.0,0.0,0.0,110.0,0.0,0.0,317.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12100.0,0.0,0.0,1.0,100489.0,0.0,0.0,0.0,0.0,3083,200K-300K,3011,Bestaande bouw,B 
2002.0,4.0,3.0,0.0,105.0,22.0,0.0,194.0,29.0,1.0,22.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,24389.0,216.0,11025.0,64.0,4.69041575982343,2.449489742783178,37636.0,4.69041575982343,10648.0,484.0,0.0,3084,200K-300K,3071,Bestaande bouw,B
1958.0,3.0,2.0,0.0,60.0,6.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,512.0,1.0,3600.0,27.0,2.449489742783178,1.0,0.0,0.0,0.0,36.0,0.0,3085,100K-150K,3053,Bestaande bouw,E
1903.0,4.0,3.0,0.0,147.0,10.0,0.0,42.0,28.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,27.0,21952.0,8.0,21609.0,64.0,3.1622776601683795,1.4142135623730951,1764.0,3.1622776601683795,1000.0,100.0,0.0,3087,> 300K,3021,Bestaande bouw,D
1930.0,4.0,3.0,24.0,90.0,5.0,0.0,25.0,27.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,19683.0,1.0,8100.0,64.0,2.23606797749979,1.0,625.0,2.23606797749979,125.0,25.0,0.0,3088,150K-200K,3051,Bestaande bouw,F
1993.0,4.0,3.0,0.0,120.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9.0,27.0,17576.0,0.0,14400.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089,> 300K,3066,Bestaande bouw,B
2015.0,4.0,3.0,24.0,126.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,27.0,27.0,8.0,15876.0,64.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,3090,200K-300K,3053,Nieuwbouw,A
1956.0,3.0,2.0,0.0,55.0,0.0,0.0,101.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,4096.0,8.0,3025.0,27.0,0.0,1.4142135623730951,10201.0,0.0,0.0,0.0,0.0,3092,< 100K,3086,Bestaande bouw,E
0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094,> 300K,3055,0,n
1911.0,4.0,3.0,0.0,134.0,32.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,27.0,13824.0,0.0,17956.0,64.0,5.656854249492381,0.0,0.0,0.0,0.0,1024.0,0.0,3095,200K-300K,3025,Bestaande bouw,G
1912.0,7.0,6.0,16.0,252.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,36.0,216.0,35937.0,0.0,63504.0,343.0,5.744562646538029,0.0,0.0,0.0,0.0,1089.0,0.0,3096,> 300K,3062,Bestaande bouw,F
1896.0,8.0,5.0,0.0,190.0,23.0,0.0,0.0,45.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,125.0,91125.0,8.0,36100.0,512.0,4.795831523312719,1.4142135623730951,0.0,0.0,0.0,529.0,0.0,3097,> 300K,3033,Bestaande bouw,n
1965.0,4.0,3.0,2.0,72.0,5.0,0.0,120.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,27.0,5832.0,8.0,5184.0,64.0,2.23606797749979,1.4142135623730951,14400.0,0.0,0.0,25.0,0.0,3099,100K-150K,3067,Bestaande bouw,D
1989.0,3.0,2.0,0.0,83.0,0.0,0.0,133.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,4096.0,216.0,6889.0,27.0,0.0,2.449489742783178,17689.0,0.0,0.0,0.0,0.0,3100,100K-150K,3066,Bestaande bouw,B
1937.0,3.0,2.0,8.0,76.0,20.0,6.0,60.0,33.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,35937.0,8.0,5776.0,27.0,4.47213595499958,1.4142135623730951,3600.0,4.47213595499958,8000.0,400.0,216.0,3101,100K-150K,3028,Bestaande bouw,F
1927.0,4.0,3.0,2.0,109.0,10.0,0.0,0.0,24.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,27.0,13824.0,0.0,11881.0,64.0,3.1622776601683795,0.0,0.0,3.1622776601683795,1000.0,100.0,0.0,3103,> 300K,3062,Bestaande bouw,G
